prepared_state,measured_0,measured_1,error_rate,error_type,noise_strength,gate_count,circuit_depth,has_h_gate
0,564,460,0.0810546875,readout,0.13545492197915324,7,8,0
1,489,535,0.015625,phase_flip,0.09631544986455434,18,20,1
0,497,527,0.0,bit_flip,0.21048428401393238,7,8,1
1,492,532,0.01171875,readout,0.1073523856398612,7,9,1
1,505,519,0.2587890625,depolarizing,0.17181447150546028,16,18,1
0,378,646,0.369140625,readout,0.34378407174391523,18,19,1
0,828,196,0.0625,readout,0.063486510368383,7,8,1
1,542,482,0.0166015625,readout,0.18522462354624014,9,11,1
0,499,525,0.4873046875,depolarizing,0.33484745498736507,12,13,1
1,489,535,0.326171875,depolarizing,0.37558675275229697,6,8,1
0,490,534,0.056640625,bit_flip,0.15496246122417318,6,7,0
0,524,500,0.0009765625,readout,0.4400408914682155,9,10,1
0,502,522,0.0029296875,bit_flip,0.05853058979151875,16,17,1
1,494,530,0.0322265625,bit_flip,0.19900120011080646,8,10,1
1,39,985,0.0380859375,phase_flip,0.04440485934002048,8,10,1
0,526,498,0.013671875,readout,0.29810841052717485,13,14,1
1,529,495,0.0146484375,readout,0.14834294897680128,14,16,1
1,299,725,0.150390625,readout,0.18191828752257053,13,15,1
1,501,523,0.0224609375,readout,0.1177303256257993,18,20,1
0,484,540,0.0185546875,readout,0.02838857589762898,9,10,1
1,307,717,0.13671875,phase_flip,0.01946846882029738,13,15,1
1,506,518,0.01171875,depolarizing,0.09238037362883761,10,12,1
0,611,413,0.138671875,readout,0.3146248333781998,14,15,1
0,203,821,0.0498046875,readout,0.04041045605669116,19,20,1
0,520,504,0.01953125,bit_flip,0.08388940086892024,6,7,1
1,484,540,0.33984375,depolarizing,0.2736798721168896,9,11,1
1,503,521,0.015625,readout,0.012289790188513186,16,18,1
0,382,642,0.1240234375,readout,0.27143797442532414,18,19,1
1,503,521,0.0126953125,phase_flip,0.14809353531966343,9,11,1
0,498,526,0.0029296875,readout,0.09712926730825548,12,13,1
0,558,466,0.455078125,phase_flip,0.1850749092507085,8,9,1
1,567,457,0.4462890625,depolarizing,0.19318022286111086,14,16,1
0,514,510,0.0078125,readout,0.4314159536365085,11,12,1
1,537,487,0.015625,readout,0.34374173797843194,15,17,1
0,525,499,0.3388671875,phase_flip,0.255277378241292,11,12,1
1,540,484,0.23046875,bit_flip,0.11522514540634063,19,21,1
0,519,505,0.0283203125,readout,0.11665845901545847,13,14,1
0,511,513,0.005859375,bit_flip,0.12232589973186545,6,7,1
0,519,505,0.02734375,phase_flip,0.10381543079928762,5,6,1
0,514,510,0.0068359375,bit_flip,0.3102882914658264,8,9,1
0,57,967,0.0556640625,readout,0.05364764402174662,18,19,1
0,347,677,0.197265625,readout,0.2770149018827331,11,12,1
1,402,622,0.392578125,phase_flip,0.1311729635276501,13,15,1
1,486,538,0.017578125,phase_flip,0.07518618659560918,11,13,1
0,518,506,0.00390625,readout,0.3754244935915065,7,8,1
0,269,755,0.1162109375,readout,0.16213863303101542,16,17,1
1,504,520,0.0283203125,bit_flip,0.4128095745143009,6,8,1
0,540,484,0.3291015625,phase_flip,0.37077424000163717,9,10,0
1,517,507,0.0029296875,bit_flip,0.038161803407450255,18,20,1
0,371,653,0.2216796875,phase_flip,0.09436422030193001,6,7,1
1,226,798,0.220703125,readout,0.23771663189252695,16,18,1
1,535,489,0.21484375,depolarizing,0.15142678433002277,13,15,1
1,487,537,0.0341796875,readout,0.43577548030710594,14,16,1
0,702,322,0.314453125,readout,0.31015829467687256,9,10,1
0,500,524,0.021484375,depolarizing,0.37699675991984266,9,10,1
0,489,535,0.005859375,readout,0.018616058452085218,12,13,1
1,508,516,0.375,depolarizing,0.3664265402546911,11,13,1
0,461,563,0.2939453125,bit_flip,0.06341113190105328,18,19,1
0,512,512,0.0185546875,bit_flip,0.23115693850546842,10,11,1
1,765,259,0.2529296875,bit_flip,0.09966474013470712,8,10,1
0,475,549,0.3232421875,bit_flip,0.09305200329534433,19,20,1
1,599,425,0.4150390625,readout,0.4184316342060596,8,10,1
1,198,826,0.0400390625,readout,0.07963120658573383,12,14,1
1,512,512,0.35546875,bit_flip,0.36194787907338205,17,19,1
0,521,503,0.03515625,bit_flip,0.37484316714283267,6,7,1
1,520,504,0.001953125,depolarizing,0.22043965203633037,9,11,1
0,514,510,0.345703125,phase_flip,0.20319759540986312,10,11,1
0,496,528,0.484375,bit_flip,0.19576562376189985,8,9,1
0,356,668,0.193359375,readout,0.2565061761995484,15,16,1
0,715,309,0.3017578125,depolarizing,0.04661913702855689,19,20,1
0,439,585,0.271484375,phase_flip,0.1528206981768019,15,16,1
0,469,555,0.4580078125,bit_flip,0.27141949151269884,6,7,1
0,604,420,0.41015625,depolarizing,0.18268809530227895,9,10,1
1,655,369,0.3603515625,phase_flip,0.05685793672184079,16,18,1
1,402,622,0.2412109375,depolarizing,0.048187184574005504,17,19,1
0,527,497,0.009765625,bit_flip,0.07303099300873599,10,11,1
0,490,534,0.478515625,depolarizing,0.4381131906682301,11,12,1
1,493,531,0.23828125,bit_flip,0.27680837902907623,19,21,1
0,684,340,0.33203125,readout,0.3173422045463961,7,8,1
0,483,541,0.044921875,depolarizing,0.3739161527771892,10,11,0
0,462,562,0.302734375,bit_flip,0.23850266500305708,5,6,1
1,510,514,0.251953125,depolarizing,0.15322180777284697,19,21,1
0,510,514,0.3564453125,phase_flip,0.3866749238294131,8,9,1
0,165,859,0.1611328125,phase_flip,0.025820311767684952,13,14,1
1,521,503,0.4912109375,depolarizing,0.16578413984691215,17,19,1
0,525,499,0.0,phase_flip,0.41158349309401676,7,8,1
0,483,541,0.03515625,phase_flip,0.0441833861428272,18,19,1
0,501,523,0.0029296875,bit_flip,0.3002290527051922,19,20,1
1,511,513,0.001953125,depolarizing,0.14574848752158429,5,7,0
0,502,522,0.509765625,depolarizing,0.3583307312120911,11,12,1
0,508,516,0.0068359375,phase_flip,0.027830628498262528,18,19,1
1,539,485,0.0419921875,depolarizing,0.20405324460024266,16,18,1
0,516,508,0.3740234375,depolarizing,0.35516307805919156,7,8,1
1,524,500,0.01171875,readout,0.20969083725678042,6,8,1
0,528,496,0.029296875,readout,0.420774222910794,10,11,1
1,924,100,0.09765625,readout,0.10773636180176738,5,7,0
0,522,502,0.0087890625,readout,0.42193854807187947,13,14,1
1,508,516,0.0087890625,phase_flip,0.06302462728814452,5,7,1
0,534,490,0.345703125,depolarizing,0.4062251244079136,11,12,1
0,533,491,0.3701171875,depolarizing,0.3947891879987127,15,16,1
1,521,503,0.009765625,depolarizing,0.1829053806878005,7,9,1
0,536,488,0.005859375,depolarizing,0.03911623535582554,17,18,1
1,535,489,0.20703125,phase_flip,0.2664694543281055,10,12,1
0,526,498,0.349609375,phase_flip,0.21970652325587298,16,17,1
0,490,534,0.478515625,phase_flip,0.2423911338601531,17,18,1
0,506,518,0.3232421875,phase_flip,0.3827297306203166,13,14,1
1,457,567,0.2958984375,bit_flip,0.07552367546359055,19,21,1
1,518,506,0.0087890625,depolarizing,0.39704025555464945,16,18,1
1,475,549,0.052734375,readout,0.048264385625238285,5,7,1
0,229,795,0.1064453125,readout,0.09288907355138519,17,18,0
1,283,741,0.1201171875,readout,0.18844298761207467,18,20,1
0,509,515,0.01171875,bit_flip,0.2977260222657869,9,10,1
1,514,510,0.498046875,bit_flip,0.19064170124643526,15,17,1
0,533,491,0.0244140625,readout,0.3891291108124389,19,20,1
1,514,510,0.3369140625,bit_flip,0.24605819841793886,15,17,1
0,544,480,0.46875,depolarizing,0.18280031515216377,13,14,1
1,906,118,0.115234375,readout,0.13436951034125896,6,8,0
1,560,464,0.31640625,phase_flip,0.12610473160274605,7,9,1
0,525,499,0.4873046875,phase_flip,0.42769139522980765,15,16,1
1,290,734,0.1435546875,phase_flip,0.02508323976734861,11,13,1
1,527,497,0.01171875,phase_flip,0.08359297503422176,15,17,1
1,798,226,0.056640625,readout,0.11095477286694845,18,20,1
1,522,502,0.0009765625,phase_flip,0.33135895904253637,14,16,1
1,575,449,0.4384765625,depolarizing,0.10618608080961849,17,19,1
1,555,469,0.310546875,readout,0.41826744250143527,15,17,1
0,505,519,0.5068359375,phase_flip,0.2911378544378398,16,17,1
1,523,501,0.3427734375,bit_flip,0.33591847072991415,16,18,1
1,543,481,0.2255859375,depolarizing,0.22965350327389658,14,16,0
0,536,488,0.3330078125,phase_flip,0.13855356180957196,17,18,1
0,520,504,0.4921875,depolarizing,0.42153837500097474,5,6,0
0,503,521,0.357421875,phase_flip,0.1932473250693753,18,19,1
1,482,542,0.3017578125,depolarizing,0.2802534474025596,11,13,1
1,490,534,0.046875,bit_flip,0.4171177908182968,9,11,1
1,499,525,0.228515625,phase_flip,0.27741126635596025,17,19,1
0,501,523,0.0341796875,readout,0.09242746885949914,6,7,1
1,584,440,0.2900390625,readout,0.4049285970990327,19,21,1
1,527,497,0.4853515625,phase_flip,0.21976787176828688,17,19,1
0,668,356,0.1982421875,bit_flip,0.03128308623396015,19,20,1
1,634,390,0.236328125,phase_flip,0.14442926712994617,5,7,1
1,350,674,0.1943359375,readout,0.3051482102788236,7,9,1
1,494,530,0.517578125,bit_flip,0.08754652478903349,19,21,1
1,743,281,0.0478515625,readout,0.04888874499730259,17,19,1
0,488,536,0.0029296875,depolarizing,0.11580600850862705,13,14,1
0,1010,14,0.013671875,readout,0.011288167487379232,5,6,0
0,374,650,0.365234375,depolarizing,0.13530035771807805,9,10,1
1,553,471,0.205078125,depolarizing,0.14781757987865446,9,11,1
1,508,516,0.0205078125,bit_flip,0.17208614397545857,16,18,0
0,524,500,0.015625,readout,0.20695533780651656,9,10,1
0,506,518,0.494140625,bit_flip,0.39433243928130085,6,7,0
0,500,524,0.029296875,readout,0.1573710464006454,7,8,1
1,501,523,0.0068359375,bit_flip,0.020963874570676815,9,11,1
1,487,537,0.341796875,depolarizing,0.1328532472793195,17,19,1
1,491,533,0.0205078125,depolarizing,0.3728639869790638,13,15,1
0,495,529,0.0048828125,phase_flip,0.0699457607670353,19,20,1
0,508,516,0.0078125,bit_flip,0.35099300512707604,12,13,1
1,513,511,0.0244140625,readout,0.07418588951433054,15,17,1
0,523,501,0.3291015625,bit_flip,0.3074771723058673,11,12,1
0,528,496,0.240234375,phase_flip,0.28792907833876796,16,17,1
0,469,555,0.21875,bit_flip,0.2098994000284396,15,16,1
1,524,500,0.0048828125,bit_flip,0.30749215639543764,12,14,1
1,519,505,0.0029296875,bit_flip,0.22604347933680694,5,7,1
0,515,509,0.0009765625,bit_flip,0.4407091461186502,10,11,1
1,516,508,0.49609375,depolarizing,0.3124374766643313,18,20,1
0,485,539,0.3798828125,depolarizing,0.413459078936948,19,20,1
0,502,522,0.2333984375,bit_flip,0.32202814719962214,18,19,1
0,490,534,0.0419921875,phase_flip,0.35583895090250306,7,8,1
1,541,483,0.052734375,bit_flip,0.3710479174222607,9,11,1
1,545,479,0.0205078125,phase_flip,0.08754765846104186,16,18,1
0,518,506,0.021484375,readout,0.33202668260997326,7,8,1
0,493,531,0.3603515625,phase_flip,0.25635301980219166,16,17,1
1,579,445,0.1767578125,depolarizing,0.08338459136068592,19,21,1
0,519,505,0.0126953125,bit_flip,0.11511240587308298,15,16,1
1,448,576,0.2001953125,readout,0.38966641103062394,16,18,1
1,214,810,0.0537109375,readout,0.10626833798901467,11,13,0
0,500,524,0.078125,depolarizing,0.15067423134963884,16,17,1
1,376,648,0.3671875,readout,0.3580368251536949,15,17,1
1,524,500,0.013671875,readout,0.08256557912528263,17,19,1
0,498,526,0.009765625,phase_flip,0.08546458752293765,18,19,1
1,568,456,0.2998046875,bit_flip,0.21846533506316457,8,10,1
1,530,494,0.0126953125,readout,0.39479589938711596,19,21,1
1,498,526,0.42578125,bit_flip,0.1292507281867787,18,20,1
1,327,697,0.1728515625,readout,0.2708935562748086,8,10,1
0,314,710,0.1611328125,depolarizing,0.04956220635714778,13,14,1
1,501,523,0.2470703125,depolarizing,0.1997470987630662,15,17,1
1,836,188,0.0380859375,readout,0.03526948308795553,7,9,1
0,499,525,0.3515625,phase_flip,0.29018035625100214,16,17,1
0,525,499,0.029296875,bit_flip,0.13736292460948413,10,11,1
1,488,536,0.3759765625,depolarizing,0.28019238048841716,11,13,1
0,519,505,0.013671875,bit_flip,0.08246008718064368,10,11,1
0,528,496,0.0322265625,phase_flip,0.2972530131204679,6,7,1
0,513,511,0.0185546875,readout,0.20793980638342818,5,6,1
1,167,857,0.1630859375,phase_flip,0.05142557071172264,8,10,1
0,523,501,0.3251953125,depolarizing,0.3311190009135166,8,9,1
0,519,505,0.0,bit_flip,0.3475157240231064,13,14,1
1,711,313,0.1611328125,phase_flip,0.045215989486492005,16,18,1
1,566,458,0.306640625,depolarizing,0.11720375544407137,12,14,1
1,508,516,0.3466796875,phase_flip,0.3292478633663829,10,12,1
1,525,499,0.3525390625,bit_flip,0.3187970384954885,13,15,1
0,363,661,0.1015625,bit_flip,0.02114578290744021,19,20,1
0,531,493,0.0078125,readout,0.056838623821352796,6,7,1
0,516,508,0.240234375,depolarizing,0.21897575001715616,18,19,1
1,526,498,0.044921875,bit_flip,0.23295607699335338,19,21,1
0,761,263,0.2568359375,depolarizing,0.04766045691127424,15,16,1
1,503,521,0.00390625,bit_flip,0.2533949325532682,7,9,1
0,513,511,0.0078125,bit_flip,0.13975655432922646,16,17,1
0,367,657,0.3583984375,depolarizing,0.217883601775316,5,6,0
1,489,535,0.048828125,readout,0.37971871702994187,6,8,0
1,528,496,0.0029296875,readout,0.07072205306720912,6,8,1
1,500,524,0.0341796875,phase_flip,0.1346726560357309,16,18,1
0,517,507,0.009765625,depolarizing,0.2553604628366835,5,6,0
1,452,572,0.201171875,bit_flip,0.10710909620106587,10,12,1
1,527,497,0.5146484375,bit_flip,0.3328556917150391,11,13,1
0,538,486,0.033203125,bit_flip,0.23100460749733753,11,12,1
0,522,502,0.0234375,bit_flip,0.07193851024705611,10,11,1
1,524,500,0.0029296875,bit_flip,0.206086527988769,10,12,1
1,504,520,0.3486328125,phase_flip,0.2622482233993718,18,20,1
1,116,908,0.11328125,readout,0.1157747981785462,9,11,1
0,478,546,0.076171875,readout,0.4384644146355716,14,15,1
1,473,551,0.0419921875,phase_flip,0.06372856975158726,5,7,1
0,510,514,0.0078125,phase_flip,0.14231185341568164,12,13,0
1,490,534,0.0048828125,readout,0.31646585336869704,12,14,1
1,500,524,0.0107421875,depolarizing,0.36625810722637403,5,7,1
0,536,488,0.5234375,phase_flip,0.3575236081389282,18,19,1
0,526,498,0.0185546875,depolarizing,0.19248154707534926,10,11,1
1,532,492,0.48046875,phase_flip,0.39544170722934696,14,16,1
1,525,499,0.0419921875,readout,0.34112572460557644,19,21,1
1,499,525,0.0048828125,depolarizing,0.2575325458309878,5,7,1
1,512,512,0.029296875,readout,0.4324198730566166,6,8,1
1,583,441,0.4306640625,phase_flip,0.2052052528531022,5,7,1
1,514,510,0.498046875,bit_flip,0.14598212811174252,13,15,1
0,524,500,0.3447265625,bit_flip,0.3203538893247149,12,13,0
0,547,477,0.4658203125,bit_flip,0.17784396277221579,11,12,1
0,650,374,0.2001953125,readout,0.3207473460972752,16,17,1
1,513,511,0.0,readout,0.11789411177152637,9,11,1
1,512,512,0.02734375,readout,0.22147608918481107,18,20,1
0,850,174,0.169921875,readout,0.1705638271978507,6,7,0
0,575,449,0.2861328125,readout,0.4447904887570987,17,18,1
0,511,513,0.015625,bit_flip,0.029196218311141435,10,11,1
1,512,512,0.2607421875,phase_flip,0.2553540506914019,18,20,1
1,517,507,0.3271484375,phase_flip,0.17553991334896205,11,13,1
0,525,499,0.3701171875,bit_flip,0.219670462349246,12,13,1
0,524,500,0.0126953125,readout,0.2784506484901174,10,11,1
0,816,208,0.0703125,depolarizing,0.01486508228093562,14,15,1
0,542,482,0.046875,bit_flip,0.2595183376110897,5,6,1
0,512,512,0.0234375,phase_flip,0.10633213615198064,7,8,1
0,513,511,0.013671875,readout,0.05266131490130097,16,17,1
1,491,533,0.025390625,readout,0.21749160253457767,15,17,1
1,519,505,0.03125,depolarizing,0.3009467672468253,5,7,1
0,518,506,0.0107421875,readout,0.3577203282019495,11,12,1
0,510,514,0.255859375,depolarizing,0.32188162932208114,13,14,1
0,584,440,0.2724609375,bit_flip,0.2389554828090682,7,8,1
1,631,393,0.134765625,bit_flip,0.019817359397353983,19,21,1
0,621,403,0.3935546875,phase_flip,0.14233282653444032,8,9,0
1,538,486,0.525390625,phase_flip,0.3130488376097823,5,7,1
1,506,518,0.013671875,phase_flip,0.1330828315008959,7,9,1
1,531,493,0.2578125,phase_flip,0.22691484373710918,16,18,1
1,519,505,0.029296875,phase_flip,0.05283274892773351,17,19,1
0,695,329,0.087890625,phase_flip,0.02031955099045205,14,15,1
0,515,509,0.3583984375,bit_flip,0.25229601298299215,14,15,1
0,529,495,0.021484375,depolarizing,0.11389095975437394,7,8,1
1,351,673,0.21484375,readout,0.27852644469523025,14,16,1
0,512,512,0.435546875,bit_flip,0.2398938646356108,16,17,1
1,525,499,0.0146484375,bit_flip,0.29656607447796796,19,21,1
1,604,420,0.271484375,bit_flip,0.08118098924836971,13,15,1
0,500,524,0.0244140625,bit_flip,0.3781154374719938,7,8,1
0,526,498,0.03125,bit_flip,0.20125717811660893,6,7,1
1,516,508,0.0673828125,phase_flip,0.39690362597435475,17,19,1
1,545,479,0.05078125,bit_flip,0.3835547993755057,9,11,1
1,515,509,0.4970703125,phase_flip,0.3701594418704073,11,13,1
1,529,495,0.5166015625,bit_flip,0.3765903011033236,10,12,1
0,533,491,0.3671875,depolarizing,0.39804018400567415,11,12,1
0,452,572,0.44140625,depolarizing,0.4052151922829603,6,7,1
1,248,776,0.0966796875,readout,0.1202469871589144,9,11,1
1,497,527,0.328125,phase_flip,0.11322329300941278,18,20,1
0,0,1024,0.0,phase_flip,0.40165416329677983,7,8,0
1,546,478,0.04296875,bit_flip,0.3093733704152927,10,12,1
0,656,368,0.1220703125,readout,0.236434809370934,19,20,1
1,515,509,0.015625,readout,0.33986418164657306,8,10,1
1,537,487,0.3154296875,phase_flip,0.4224672242216394,12,14,1
0,484,540,0.0166015625,readout,0.18417257755572677,8,9,1
1,565,459,0.181640625,bit_flip,0.09561452400078342,15,17,1
1,488,536,0.0107421875,readout,0.12974025627975663,6,8,1
1,519,505,0.001953125,bit_flip,0.3508477664765667,17,19,1
1,225,799,0.2197265625,readout,0.23059892382399047,17,19,1
1,523,501,0.4892578125,depolarizing,0.36370413142947344,18,20,1
0,835,189,0.0546875,readout,0.057608621196137424,11,12,1
0,527,497,0.2255859375,bit_flip,0.18408528940101523,9,10,1
1,514,510,0.015625,depolarizing,0.34765360568352605,14,16,1
0,805,219,0.2138671875,readout,0.20994170321492517,10,11,0
1,498,526,0.0205078125,bit_flip,0.2386466263280136,9,11,1
0,500,524,0.3349609375,depolarizing,0.2982349305497468,16,17,1
1,502,522,0.240234375,depolarizing,0.30236861804549736,13,15,1
0,507,517,0.0068359375,phase_flip,0.2793334139136419,6,7,1
0,537,487,0.0009765625,bit_flip,0.4478468630313617,16,17,1
0,493,531,0.0029296875,depolarizing,0.4473213735308067,5,6,1
0,515,509,0.025390625,depolarizing,0.05841411244009624,6,7,1
1,628,396,0.2587890625,depolarizing,0.13899230814627286,7,9,0
0,738,286,0.1298828125,bit_flip,0.023190209835331883,11,12,0
0,514,510,0.501953125,bit_flip,0.3616064430426447,7,8,1
0,22,1002,0.021484375,readout,0.020118384457083353,7,8,1
0,1024,0,0.0,phase_flip,0.3249259151647674,5,6,0
1,487,537,0.0048828125,depolarizing,0.19229796648757402,9,11,1
0,511,513,0.0185546875,bit_flip,0.11700966150118604,8,9,1
0,524,500,0.0400390625,bit_flip,0.18292463567897316,6,7,1
1,501,523,0.3505859375,depolarizing,0.24851854742016458,15,17,1
0,346,678,0.1982421875,depolarizing,0.14049480566490197,6,7,1
0,504,520,0.3486328125,depolarizing,0.30305432939092203,15,16,1
1,484,540,0.3388671875,depolarizing,0.4437896594259734,17,19,1
0,269,755,0.1181640625,phase_flip,0.05500670917596415,10,11,0
0,526,498,0.3349609375,readout,0.44341646285743447,12,13,1
0,505,519,0.013671875,bit_flip,0.14800631925385388,12,13,1
1,689,335,0.3271484375,depolarizing,0.08099808839195236,11,13,1
1,511,513,0.3310546875,phase_flip,0.4421578496019399,11,13,1
0,640,384,0.2294921875,readout,0.28805754795819005,14,15,1
1,524,500,0.017578125,depolarizing,0.3487278325258625,13,15,1
1,692,332,0.32421875,readout,0.3285553574507312,15,17,1
1,501,523,0.5107421875,phase_flip,0.4456575486817048,9,11,1
0,502,522,0.3408203125,phase_flip,0.43890723053791014,8,9,1
0,489,535,0.0341796875,bit_flip,0.16449397426529444,14,15,1
1,490,534,0.3408203125,depolarizing,0.4079436219584579,11,13,0
0,474,550,0.462890625,depolarizing,0.1795190875989176,14,15,0
0,503,521,0.017578125,readout,0.11501094772340978,8,9,1
0,521,503,0.3330078125,phase_flip,0.30022878297588385,13,14,1
1,532,492,0.0107421875,readout,0.049038391474837496,15,17,1
0,528,496,0.3720703125,phase_flip,0.3125324356708772,19,20,1
1,526,498,0.341796875,phase_flip,0.15784159367809755,18,20,1
1,507,517,0.3427734375,bit_flip,0.18695009758746614,11,13,1
1,527,497,0.009765625,phase_flip,0.35234257428999455,17,19,1
0,523,501,0.0107421875,phase_flip,0.3060715634866334,14,15,1
1,526,498,0.3642578125,depolarizing,0.3162627867341205,13,15,1
0,481,543,0.203125,readout,0.3933773893466023,11,12,1
1,177,847,0.1728515625,readout,0.16009708198216652,5,7,0
0,315,709,0.3076171875,readout,0.3315351223108054,7,8,0
0,475,549,0.4638671875,phase_flip,0.3349104359698499,9,10,1
0,488,536,0.0458984375,depolarizing,0.14915066019764375,5,6,1
1,456,568,0.4453125,bit_flip,0.08522550685455438,13,15,1
0,266,758,0.1103515625,readout,0.17204188240485416,19,20,1
0,502,522,0.0322265625,depolarizing,0.14812120608146445,5,6,1
1,504,520,0.0078125,depolarizing,0.08089617590998262,8,10,1
0,528,496,0.3408203125,phase_flip,0.16613263229508268,11,12,1
0,516,508,0.0166015625,readout,0.28709495810352115,5,6,1
0,509,515,0.2734375,depolarizing,0.4258248440021848,11,12,1
0,534,490,0.3359375,depolarizing,0.2160791924569651,12,13,1
1,149,875,0.1455078125,readout,0.15388944986704936,8,10,1
0,540,484,0.041015625,bit_flip,0.15021469282825126,17,18,1
1,583,441,0.4306640625,depolarizing,0.21899443352520778,7,9,0
0,527,497,0.0087890625,readout,0.08510437869796257,7,8,0
1,379,645,0.21484375,depolarizing,0.05780290959112029,16,18,1
1,536,488,0.330078125,bit_flip,0.14816045033172284,18,20,1
1,504,520,0.01171875,readout,0.3185144294982206,11,13,1
1,497,527,0.0107421875,bit_flip,0.17510493936532615,5,7,1
1,541,483,0.0390625,readout,0.08749709675013878,16,18,1
0,528,496,0.0087890625,readout,0.340161155750835,8,9,1
1,504,520,0.5078125,bit_flip,0.4355759043801807,16,18,1
0,730,294,0.1259765625,readout,0.22989241372084435,16,17,1
1,484,540,0.01171875,depolarizing,0.025604846867630763,17,19,1
0,529,495,0.2421875,depolarizing,0.13568858523993793,18,19,1
1,511,513,0.0029296875,readout,0.3322030896162147,19,21,1
0,492,532,0.35546875,bit_flip,0.3878140514162532,15,16,1
1,523,501,0.0234375,phase_flip,0.4282415143834057,13,15,1
0,495,529,0.0029296875,depolarizing,0.10735941179529118,15,16,1
1,497,527,0.4140625,depolarizing,0.3292868973453512,14,16,1
0,526,498,0.03125,depolarizing,0.11107600020204497,12,13,1
0,512,512,0.033203125,readout,0.320028042659947,16,17,1
1,483,541,0.0087890625,bit_flip,0.33990529071664527,7,9,1
1,513,511,0.361328125,depolarizing,0.31465163607714475,17,19,1
0,510,514,0.0830078125,bit_flip,0.2186559356902634,16,17,1
0,506,518,0.005859375,depolarizing,0.17682839033649547,14,15,1
1,595,429,0.154296875,readout,0.2940440517136499,19,21,1
1,555,469,0.3125,phase_flip,0.0906735366559945,15,17,1
1,499,525,0.337890625,phase_flip,0.26441941800419533,13,15,1
0,499,525,0.0380859375,phase_flip,0.4189094370616978,19,20,1
1,499,525,0.046875,depolarizing,0.25076173674438174,6,8,1
0,599,425,0.4150390625,readout,0.4000889492285921,19,20,1
1,483,541,0.2822265625,phase_flip,0.4321340634094489,19,21,1
0,499,525,0.267578125,bit_flip,0.32661173470543575,19,20,1
1,496,528,0.0361328125,readout,0.025536972015551603,5,7,1
1,509,515,0.0283203125,depolarizing,0.18345625441854807,15,17,1
1,520,504,0.005859375,depolarizing,0.24375063137961867,15,17,1
1,182,842,0.177734375,depolarizing,0.04190096353126378,9,11,1
0,518,506,0.02734375,phase_flip,0.3593623316556969,7,8,1
0,196,828,0.19140625,readout,0.20257421078410381,5,6,1
1,277,747,0.1181640625,phase_flip,0.0337765763041201,16,18,1
1,482,542,0.029296875,readout,0.3337583420700041,7,9,1
1,506,518,0.015625,bit_flip,0.397840787584192,6,8,1
1,527,497,0.0107421875,readout,0.36886575351774686,5,7,1
1,479,545,0.05078125,bit_flip,0.2959301908912834,14,16,1
1,414,610,0.154296875,depolarizing,0.062160708545110396,16,18,1
1,529,495,0.3291015625,phase_flip,0.2276853996715126,19,21,1
0,766,258,0.0087890625,readout,0.10639465338242265,17,18,1
1,120,904,0.1171875,readout,0.13431296822184619,10,12,1
0,506,518,0.3505859375,depolarizing,0.2505646655462056,19,20,1
0,502,522,0.0185546875,depolarizing,0.13633083645861985,15,16,1
0,493,531,0.033203125,phase_flip,0.1309486775577259,6,7,1
1,521,503,0.5087890625,bit_flip,0.39113449997205574,9,11,1
1,515,509,0.3408203125,bit_flip,0.26724539230674454,10,12,1
1,544,480,0.056640625,depolarizing,0.20845916282909616,11,13,1
0,484,540,0.0419921875,readout,0.31002064495339055,17,18,1
0,366,658,0.357421875,readout,0.33570920138930166,9,10,0
0,503,521,0.0185546875,bit_flip,0.2539187892042951,9,10,1
1,515,509,0.025390625,bit_flip,0.33235696998705105,18,20,1
1,498,526,0.2744140625,bit_flip,0.4311136077944913,12,14,1
0,502,522,0.0234375,readout,0.11927538318199825,6,7,1
0,527,497,0.00390625,depolarizing,0.39028708177392185,14,15,1
0,530,494,0.3603515625,phase_flip,0.33388910719839837,12,13,1
0,506,518,0.03515625,readout,0.44359324310306647,8,9,1
0,532,492,0.0263671875,readout,0.2109580268560678,15,16,1
0,512,512,0.33984375,depolarizing,0.17507841081349157,17,18,1
1,545,479,0.0302734375,readout,0.20764379533467717,19,21,1
0,121,903,0.1181640625,depolarizing,0.03529274873672137,7,8,1
0,485,539,0.4736328125,bit_flip,0.3705062450142871,14,15,1
1,491,533,0.0654296875,readout,0.21580201336654922,10,12,1
0,520,504,0.3623046875,bit_flip,0.18101030881641944,12,13,1
1,502,522,0.0087890625,readout,0.23665123332054444,18,20,1
1,491,533,0.01171875,bit_flip,0.16673714366232187,15,17,1
1,525,499,0.0,phase_flip,0.1061882299405454,7,9,1
1,494,530,0.482421875,bit_flip,0.3990548805716452,7,9,1
1,482,542,0.2099609375,depolarizing,0.22757046263542458,14,16,1
0,302,722,0.1162109375,readout,0.20346786853443313,17,18,1
0,489,535,0.3310546875,depolarizing,0.1467669452356061,19,20,1
0,341,683,0.310546875,bit_flip,0.03510716724399385,18,19,1
0,451,573,0.4404296875,readout,0.41437640171709605,11,12,1
0,321,703,0.1572265625,bit_flip,0.02477146264223206,19,20,1
1,526,498,0.0166015625,bit_flip,0.4292387142870658,16,18,1
0,533,491,0.388671875,depolarizing,0.3186007113165671,17,18,0
0,521,503,0.0283203125,phase_flip,0.35471031704576766,16,17,1
1,507,517,0.4951171875,phase_flip,0.42584812004168054,8,10,1
0,538,486,0.525390625,phase_flip,0.4242064836615787,5,6,1
